"","Var.1","Date","Town","State.Province","Latitude","Longitude","Number","Image"
"33828",3032,"04/21/19","New Bern","NC",35.1,-77,1,NA
"33829",3033,"04/21/19","Tuckerton","NJ",39.6,-74.5,1,NA
"33830",3034,"04/21/19","New Gretna","NJ",39.6,-74.5,1,NA
"33831",3035,"04/21/19","Ozark","MO",37,-93.2,1,NA
"33832",3036,"04/21/19","Crittenden","KY",38.8,-84.6,1,NA
"33833",3037,"04/21/19","Junction City","KS",39,-96.8,1,NA
"33834",3038,"04/21/19","La Porte","IN",41.6,-86.7,1,NA
"33835",3039,"04/21/19","Kansas City","MO",39.1,-94.6,1,NA
"33836",3040,"04/21/19","Charlestown","RI",41.4,-71.7,1,NA
"33837",3041,"04/21/19","Saint Louis","MO",38.6,-90.4,1,NA
"33838",3042,"04/21/19","Omaha","NE",41.3,-96.1,1,NA
"33839",3043,"04/21/19","Swartz Creek","MI",43,-83.8,1,NA
"33840",3044,"04/21/19","Bucyrus","KS",38.7,-94.7,1,NA
"33841",3045,"04/21/19","Wilmington","DE",39.7,-75.6,1,NA
"33842",3046,"04/21/19","Dillwyn","VA",37.4,-78.7,1,NA
"33843",3047,"04/21/19","Valley","NE",41.3,-96.4,1,NA
"33844",3048,"04/21/19","Lenexa","KS",39,-94.7,1,NA
"33845",3049,"04/21/19","Princeton","MO",40.3,-93.7,1,NA
"33846",3050,"04/21/19","Acton","MA",42.5,-71.4,1,NA
"33847",3051,"04/21/19","West Lafayette","IN",40.4,-86.9,2,NA
"33848",3052,"04/21/19","Topeka","KS",39,-95.8,1,NA
"33849",3053,"04/21/19","Gainesville","VA",38.8,-77.6,1,NA
"33850",3054,"04/21/19","Pittsburg","KS",37.4,-94.7,1,NA
"33851",3055,"04/21/19","Jarrettsville","MD",39.6,-76.4,1,NA
"33852",3056,"04/21/19","Harrisonville","MO",38.7,-94.3,1,NA
"33853",3057,"04/21/19","Faribault","MN",44.3,-93.3,2,NA
"33854",3058,"04/21/19","Tulsa","OK",36,-95.9,2,NA
"33855",3059,"04/21/19","Columbia","NJ",40.9,-75.1,1,NA
"33856",3060,"04/21/19","Lawrence","KS",39,-95.4,1,NA
"33857",3061,"04/21/19","Pleasant Hill","MO",38.8,-94.3,1,NA
"33858",3062,"04/21/19","Mystic","CT",41.3,-72,1,NA
"33859",3063,"04/21/19","Lansing","KS",39.2,-94.9,2,NA
"33860",3064,"04/21/19","Gowen","MI",43.3,-85.3,2,NA
"33861",3065,"04/21/19","Kansas City","MO",39,-94.5,1,NA
"33862",3066,"04/21/19","Millstone Township","NJ",40.2,-74.4,1,NA
"33863",3067,"04/21/19","Springdale","AR",36.2,-94.2,1,NA
"33864",3068,"04/21/19","Howard","KS",37.5,-96.3,3,NA
"33865",3069,"04/21/19","Tuxedo Park","NY",41.2,-74.2,1,NA
"33866",3070,"04/21/19","Northfield","MN",44.4,-93.2,1,NA
"33867",3071,"04/21/19","Saint Charles","MO",38.8,-90.5,1,NA
"33868",3072,"04/21/19","Hauppauge","NY",40.8,-73.2,2,NA
"33869",3073,"04/21/19","Westborough","MA",42.3,-71.6,1,NA
"33870",3074,"04/21/19","Warren","NJ",40.6,-74.5,1,NA
"33871",3075,"04/21/19","Glenwood","IA",41,-95.7,1,NA
"33872",3076,"04/21/19","Exeter","RI",41.6,-71.5,1,NA
"33873",3077,"04/21/19","Berea","KY",37.6,-84.3,1,NA
"33874",3078,"04/21/19","Simpsonville","KY",38.2,-85.4,1,NA
"33875",3079,"04/21/19","Rehoboth Beach","DE",38.7,-75.1,1,NA
"33876",3080,"04/21/19","Boyertown","PA",40.3,-75.6,1,NA
"33877",3081,"04/21/19","Philadelphia","PA",40,-75.2,1,NA
"33878",3082,"04/21/19","Niles","MI",41.8,-86.2,1,NA
"33879",3083,"04/21/19","Haviland","OH",41,-84.6,1,NA
"33880",3084,"04/21/19","Mount Vernon","IN",37.9,-88,1,NA
"33881",3085,"04/21/19","Belle Haven","VA",37.6,-75.9,1,NA
"33882",3086,"04/21/19","Clearwater","FL",28,-82.8,1,NA
"33883",3087,"04/21/19","Mattoon","IL",39.5,-88.4,3,NA
"33884",3088,"04/21/19","Crossville","TN",36,-84.9,2,NA
"33885",3089,"04/21/19","Racine","WI",42.8,-87.8,1,NA
"33886",3090,"04/21/19","Vineyard Haven","MA",41.4,-70.7,1,NA
"33887",3091,"04/21/19","Rockville","MD",39,-77.1,2,NA
"33888",3092,"04/21/19","Kirksville","MO",40.1,-92.6,4,NA
"33889",3093,"04/21/19","Marion","MA",41.7,-70.7,1,NA
"33890",3094,"04/21/19","Kenansville","NC",35,-78,1,NA
"33891",3095,"04/21/19","Marshall","MO",39.1,-93.2,1,NA
"33892",3096,"04/21/19","Alva","OK",36.8,-98.7,1,NA
"33893",3097,"04/21/19","Mansfield Center","CT",41.8,-72.2,1,NA
"33894",3098,"04/21/19","Denton","TX",33.2,-97.1,1,NA
"33895",3099,"04/21/19","Pocomoke City","MD",38.1,-75.6,1,NA
"33896",3100,"04/21/19","Forked River","NJ",39.8,-74.2,1,NA
"33897",3101,"04/21/19","Berea","KY",37.6,-84.2,1,NA
"33898",3102,"04/21/19","Fayetteville","AR",36.1,-94.2,1,NA
"33899",3103,"04/21/19","Chapel Hill","NC",35.9,-79.1,1,NA
"33900",3104,"04/21/19","plymouth","MA",42,-70.7,1,NA
"33901",3105,"04/20/19","Manchester Township","NJ",40,-74.3,1,NA
"33902",3106,"04/20/19","Parkersburg","WV",39.2,-81.5,1,NA
"33903",3107,"04/20/19","Atco","NJ",39.8,-74.9,1,NA
"33904",3108,"04/20/19","Basehor","KS",39.1,-94.9,1,NA
"33905",3109,"04/20/19","Catonsville","MD",39.3,-76.7,1,NA
"33906",3110,"04/20/19","Sunfield","MI",42.8,-85,1,NA
"33907",3111,"04/20/19","Scituate","MA",42.2,-70.8,1,NA
"33908",3112,"04/20/19","Missouri Valley","IA",41.6,-95.9,1,NA
"33909",3113,"04/20/19","Summersville","WV",38.3,-80.9,1,NA
"33910",3114,"04/20/19","Chestertown","MD",39.3,-76.2,1,NA
"33911",3115,"04/20/19","Parkersburg","WV",39.2,-81.5,1,NA
"33912",3116,"04/20/19","Hendersonville","NC",35.3,-82.5,1,NA
"33913",3117,"04/20/19","Mahaffey","PA",40.9,-78.6,1,NA
"33914",3118,"04/20/19","Bethlehem","PA",40.7,-75.3,1,NA
"33915",3119,"04/20/19","North Kingstown","RI",41.6,-71.4,1,NA
"33916",3120,"04/20/19","Chestertown","MD",39.3,-76.2,1,NA
"33917",3121,"04/20/19","Moberly","MO",39.4,-92.4,1,NA
"33918",3122,"04/20/19","Highland","MD",39.2,-77,1,NA
"33919",3123,"04/20/19","Pennsburg","PA",40.4,-75.5,1,NA
"33920",3124,"04/20/19","Harpers Ferry","WV",39.2,-77.8,1,NA
"33921",3125,"04/20/19","Chloe","WV",38.7,-81.1,2,NA
"33922",3126,"04/20/19","Cary","NC",35.8,-78.8,1,NA
"33923",3127,"04/20/19","Wilmington","DE",39.8,-75.6,1,NA
"33924",3128,"04/20/19","Tonganoxie","KS",39.1,-95.1,2,NA
"33925",3129,"04/20/19","Vineland","NJ",39.5,-75,1,NA
"33926",3130,"04/20/19","Monroe","CT",41.3,-73.2,1,NA
"33927",3131,"04/20/19","Kansas City","MO",39.2,-94.6,1,NA
"33928",3132,"04/20/19","Wading River","NY",41,-72.8,1,NA
"33929",3133,"04/20/19","Chantilly","VA",38.9,-77.5,1,NA
"33930",3134,"04/20/19","Bartlesville","OK",36.7,-96,1,NA
"33931",3135,"04/20/19","Rockland","MA",42.1,-70.9,1,NA
"33932",3136,"04/20/19","Kirksville","MO",40.2,-92.6,1,NA
"33933",3137,"04/20/19","Bella Vista","AR",36.4,-94.2,1,NA
"33934",3138,"04/20/19","Myersville","MD",39.5,-77.6,1,NA
"33935",3139,"04/20/19","Cameron","OK",35.1,-94.6,1,NA
"33936",3140,"04/20/19","Overland Park","KS",39,-94.7,1,NA
"33937",3141,"04/20/19","Hillsboro","MO",38.2,-90.6,1,NA
"33938",3142,"04/20/19","Pound Ridge","NY",41.2,-73.5,1,NA
"33939",3143,"04/20/19","Broken Arrow","OK",36,-95.8,1,NA
"33940",3144,"04/20/19","Shirley","MA",42.6,-71.7,1,NA
"33941",3145,"04/20/19","Montague","NJ",41.3,-74.8,1,NA
"33942",3146,"04/20/19","East Brunswick","NJ",40.4,-74.4,1,NA
"33943",3147,"04/20/19","Key West","FL",24.6,-81.8,2,NA
"33944",3148,"04/20/19","Springfield","MO",37.2,-93.4,1,NA
"33945",3149,"04/20/19","Monroe Township","NJ",40.3,-74.4,1,NA
"33946",3150,"04/20/19","Springfield","VA",38.8,-77.2,2,NA
"33947",3151,"04/20/19","Sewell","NJ",39.8,-75.1,1,NA
"33948",3152,"04/20/19","Saint Charles","MO",38.8,-90.6,1,NA
"33949",3153,"04/20/19","Lewisberry","PA",40.1,-76.9,1,NA
"33950",3154,"04/20/19","Norfolk","VA",36.9,-76.2,1,NA
"33951",3155,"04/20/19","Lebanon","CT",41.6,-72.2,2,NA
"33952",3156,"04/20/19","Cuba","MO",38,-91.4,1,NA
"33953",3157,"04/20/19","Frederick","MD",39.4,-77.4,1,NA
"33954",3158,"04/20/19","Canterbury","CT",41.7,-72,1,NA
"33955",3159,"04/20/19","Luther","OK",35.7,-97.2,2,NA
"33956",3160,"04/20/19","Brookfield","IL",41.8,-87.8,1,NA
"33957",3161,"04/20/19","Imperial","MO",38.4,-90.4,2,NA
"33958",3162,"04/20/19","Bishopville","MD",38.4,-75.1,3,NA
"33959",3163,"04/20/19","Ohiopyle","PA",39.8,-79.6,1,NA
"33960",3164,"04/20/19","North Little Rock","AR",34.8,-92.3,1,NA
"33961",3165,"04/20/19","Pittsburg","IL",37.8,-88.8,2,NA
"33962",3166,"04/20/19","Oakton","VA",38.9,-77.3,1,NA
"33963",3167,"04/20/19","Great Cacapon","WV",39.6,-78.3,1,NA
"33964",3168,"04/20/19","Myersville","MD",39.5,-77.6,1,NA
"33965",3169,"04/20/19","Maumelle","AR",34.9,-92.4,7,NA
"33966",3170,"04/20/19","Louisa","VA",38,-78,2,NA
"33967",3171,"04/20/19","Centerville","TX",31.1,-95.8,5,NA
"33968",3172,"04/20/19","Steger","IL",41.5,-87.6,1,NA
"33969",3173,"04/19/19","Bel Air","MD",39.6,-76.3,2,NA
"33970",3174,"04/19/19","Roanoke","VA",37.2,-80,1,NA
"33971",3175,"04/19/19","Levittown","PA",40.2,-74.8,1,NA
"33972",3176,"04/19/19","Chesapeake","VA",36.7,-76.2,1,NA
"33973",3177,"04/19/19","Hampton Bays","NY",40.9,-72.5,1,NA
"33974",3178,"04/19/19","Woodbridge","VA",38.7,-77.3,1,NA
"33975",3179,"04/19/19","Paducah","KY",37.1,-88.7,1,NA
"33976",3180,"04/19/19","Columbia","MO",38.9,-92.4,1,NA
"33977",3181,"04/19/19","Lithia","FL",27.9,-82.1,2,NA
"33978",3182,"04/19/19","Frankford","DE",38.5,-75.2,1,NA
"33979",3183,"04/19/19","Colchester","CT",41.6,-72.3,1,NA
"33980",3184,"04/19/19","Gentry","AR",36.3,-94.5,1,NA
"33981",3185,"04/19/19","Pennsburg","PA",40.4,-75.4,1,NA
"33982",3186,"04/19/19","Rockford","IL",42.3,-89,1,NA
"33983",3187,"04/19/19","Highwood","IL",42.2,-87.8,1,NA
"33984",3188,"04/19/19","Howell","NJ",40.1,-74.2,1,NA
"33985",3189,"04/19/19","Hackettstown","NJ",40.8,-74.8,1,NA
"33986",3190,"04/19/19","Broussard","LA",30.1,-92,1,NA
"33987",3191,"04/19/19","Kokomo","IN",40.5,-86.1,1,NA
"33988",3192,"04/19/19","Mcminnville","TN",35.7,-85.8,1,NA
"33989",3193,"04/19/19","Deep Gap","NC",36.2,-81.5,2,NA
"33990",3194,"04/19/19","Bella Vista","AR",36.5,-94.3,1,NA
"33991",3195,"04/19/19","Westport","MA",41.7,-71.1,2,NA
"33992",3196,"04/19/19","Nickelsville","VA",36.8,-82.4,1,NA
"33993",3197,"04/19/19","Elkton","MD",39.5,-75.9,1,NA
"33994",3198,"04/19/19","Fairfax","VA",38.9,-77.3,1,NA
"33995",3199,"04/19/19","Portsmouth","OH",38.7,-83,1,NA
"33996",3200,"04/19/19","Joplin","MO",37,-94.5,1,NA
"33997",3201,"04/19/19","Acushnet","MA",41.7,-70.9,1,NA
"33998",3202,"04/19/19","Conroe","TX",30.3,-95.5,2,NA
"33999",3203,"04/19/19","New Concord","OH",40,-81.7,1,NA
"34000",3204,"04/19/19","Mount Jackson","VA",38.8,-78.8,1,NA
"34001",3205,"04/19/19","New Market","MD",39.4,-77.3,1,NA
"34002",3206,"04/19/19","Pembroke","MA",42.1,-70.8,1,NA
"34003",3207,"04/19/19","Martins Ferry","OH",40.1,-80.7,1,NA
"34004",3208,"04/19/19","Winchester","VA",39.3,-78.2,1,NA
"34005",3209,"04/19/19","Boxford","MA",42.7,-71.1,1,NA
"34006",3210,"04/19/19","Westfield Center","OH",41,-81.9,1,NA
"34007",3211,"04/19/19","Berwyn","PA",40,-75.4,1,NA
"34008",3212,"04/19/19","Everson","PA",40.1,-79.6,1,NA
"34009",3213,"04/19/19","Hackettstown","NJ",40.8,-74.8,1,NA
"34010",3214,"04/19/19","Bridgeville","DE",38.7,-75.6,1,NA
"34011",3215,"04/19/19","Montague","NJ",41.3,-74.8,1,NA
"34012",3216,"04/19/19","Newport News","VA",37.1,-76.6,1,NA
"34013",3217,"04/19/19","Town of Old Lyme","CT",41.4,-72.3,1,NA
"34014",3218,"04/19/19","Jackson","NJ",40.1,-74.4,1,NA
"34015",3219,"04/19/19","Bloomington","IN",39.1,-86.6,1,NA
"34016",3220,"04/19/19","Fairfax","VA",38.8,-77.4,2,NA
"34017",3221,"04/19/19","Edmond","OK",35.7,-97.5,2,NA
"34018",3222,"04/19/19","Olive Branch","MS",34.9,-89.8,2,NA
"34019",3223,"04/19/19","Duncannon","PA",40.4,-77.1,1,NA
"34020",3224,"04/19/19","Lake Zurich","IL",42.2,-88.1,3,NA
"34021",3225,"04/19/19","West Des Moines","IA",41.6,-93.7,2,NA
"34022",3226,"04/19/19","Cary","NC",35.8,-78.8,1,NA
"34023",3227,"04/19/19","Chatsworth","NJ",39.8,-74.5,2,NA
"34024",3228,"04/19/19","Stanardsville","VA",38.3,-78.5,1,NA
"34025",3229,"04/19/19","New Egypt","NJ",40.1,-74.5,1,NA
"34026",3230,"04/19/19","Broad Brook","CT",41.9,-72.6,1,NA
"34027",3231,"04/19/19","Sanders","KY",38.7,-84.9,1,NA
"34028",3232,"04/19/19","Sedalia","MO",38.7,-93.2,1,NA
"34029",3233,"04/19/19","Suamico","WI",44.6,-88.1,1,NA
"34030",3234,"04/18/19","Marlton","NJ",39.9,-74.9,1,NA
"34031",3235,"04/18/19","Charlotte","NC",35.2,-80.8,1,NA
"34032",3236,"04/18/19","Fredericksburg","VA",38.4,-77.5,1,NA
"34033",3237,"04/18/19","Pittsburgh","PA",40.6,-80,1,NA
"34034",3238,"04/18/19","Kansas City","MO",39.2,-94.6,1,NA
"34035",3239,"04/18/19","Gridley","IL",40.7,-88.9,2,NA
"34036",3240,"04/18/19","Wingo","KY",36.6,-88.7,1,NA
"34037",3241,"04/18/19","Fowler","IN",40.6,-87.3,1,NA
"34038",3242,"04/18/19","Nicholasville","KY",37.9,-84.6,1,NA
"34039",3243,"04/18/19","Severn","MD",39.1,-76.7,1,NA
"34040",3244,"04/18/19","Fairfax","VA",38.8,-77.3,1,NA
"34041",3245,"04/18/19","Florence","KY",39,-84.6,1,NA
"34042",3246,"04/18/19","Phoenix","MD",39.5,-76.6,1,NA
"34043",3247,"04/18/19","Claremore","OK",36.2,-95.7,1,NA
"34044",3248,"04/18/19","The Colony","TX",33.1,-96.9,2,NA
"34045",3249,"04/18/19","Guthrie","OK",35.9,-97.4,1,NA
"34046",3250,"04/18/19","Marion","IN",40.6,-85.7,1,NA
"34047",3251,"04/18/19","Cape May Court House","NJ",39.1,-74.9,1,NA
"34048",3252,"04/18/19","Marion","IN",40.6,-85.7,1,NA
"34049",3253,"04/18/19","Manchester","MD",39.7,-76.9,1,NA
"34050",3254,"04/18/19","Charlottesville","VA",38.1,-78.6,1,NA
"34051",3255,"04/18/19","Hardinsburg","KY",37.8,-86.5,1,NA
"34052",3256,"04/18/19","Lusby","MD",38.4,-76.5,2,NA
"34053",3257,"04/18/19","Bucyrus","OH",40.8,-83,1,NA
"34054",3258,"04/18/19","Newport","NC",34.8,-76.9,1,NA
"34055",3259,"04/18/19","Beaufort","NC",34.7,-76.7,1,NA
"34056",3260,"04/18/19","Stuarts Draft","VA",38,-79,1,NA
"34057",3261,"04/18/19","Manasquan","NJ",40.1,-74,1,NA
"34058",3262,"04/18/19","Wilmington","DE",39.7,-75.5,1,NA
"34059",3263,"04/18/19","Asbury Park","NJ",40.3,-74.1,1,NA
"34060",3264,"04/18/19","Millstadt","IL",38.5,-90.1,1,NA
"34061",3265,"04/18/19","Bedford","IN",38.9,-86.5,1,NA
"34062",3266,"04/18/19","Chesapeake","VA",36.8,-76.3,1,NA
"34063",3267,"04/18/19","Woodbridge","VA",38.7,-77.2,1,NA
"34064",3268,"04/18/19","Atco","NJ",39.8,-74.9,2,NA
"34065",3269,"04/18/19","Mechanicsville","MD",38.4,-76.7,1,NA
"34066",3270,"04/18/19","Lawrenceburg","KY",38,-85,1,NA
"34067",3271,"04/18/19","Newcastle","OK",35.3,-97.6,1,NA
"34068",3272,"04/18/19","Petersburg","IL",40,-89.8,1,NA
"34069",3273,"04/18/19","Lucasville","OH",38.9,-83,1,NA
"34070",3274,"04/18/19","Woodbine","NJ",39.4,-74.8,4,NA
"34071",3275,"04/18/19","Murfreesboro","TN",35.7,-86.4,1,NA
"34072",3276,"04/18/19","Hahira","GA",31,-83.4,1,NA
"34073",3277,"04/18/19","Sunset Beach","NC",33.9,-78.5,1,NA
"34074",3278,"04/18/19","Garden City","MO",38.5,-94.2,1,NA
"34075",3279,"04/18/19","Toms River","NJ",40,-74.2,2,NA
"34076",3280,"04/18/19","Greer","SC",34.9,-82.2,1,NA
"34077",3281,"04/18/19","Chloe","WV",38.7,-81.1,1,NA
"34078",3282,"04/18/19","Groesbeck","TX",31.6,-96.4,1,NA
"34079",3283,"04/18/19","Trappe","MD",38.7,-76.1,1,NA
"34080",3284,"04/18/19","Copper Hill","VA",37.1,-80.1,1,NA
"34081",3285,"04/18/19","Groesbeck","TX",31.5,-96.5,1,NA
"34082",3286,"04/18/19","Limestone","TN",36.3,-82.6,1,NA
"34083",3287,"04/18/19","Union","MO",38.4,-91,1,NA
"34084",3288,"04/18/19","Dyke","VA",38.3,-78.5,3,NA
"34085",3289,"04/18/19","High Point","NC",36,-80,1,NA
"34086",3290,"04/18/19","Murphy","NC",35.1,-84,1,NA
"34087",3291,"04/18/19","Bentonville","AR",36.4,-94.2,2,NA
"34088",3292,"04/18/19","Paden","OK",35.4,-96.6,4,NA
"34089",3293,"04/18/19","Toano","VA",37.4,-76.8,1,NA
"34090",3294,"04/18/19","Salem","WV",39.3,-80.6,1,NA
"34091",3295,"04/18/19","Clinton","MO",38.4,-93.8,2,NA
"34092",3296,"04/18/19","Bluemont","VA",39.1,-77.8,1,NA
"34093",3297,"04/18/19","Mt Holly Springs","PA",40.1,-77.2,1,NA
"34094",3298,"04/18/19","Madison","IN",38.7,-85.4,1,NA
"34095",3299,"04/18/19","Milford","DE",38.9,-75.4,2,NA
"34096",3300,"04/18/19","Saint James","MO",38,-91.6,2,NA
"34097",3301,"04/18/19","Dardanelle","AR",35.2,-93.2,3,NA
"34098",3302,"04/18/19","Ladd","IL",41.4,-89.2,1,NA
"34099",3303,"04/18/19","Disputanta","VA",37.1,-77.2,1,NA
"34100",3304,"04/17/19","Mays Landing","NJ",39.4,-74.7,1,NA
"34101",3305,"04/17/19","Summersville","MO",37.3,-91.6,1,NA
"34102",3306,"04/17/19","Welch","OK",37,-95.3,1,NA
"34103",3307,"04/17/19","La Grange","KY",38.4,-85.4,1,NA
"34104",3308,"04/17/19","Mount Olivet","KY",38.5,-84.2,1,NA
"34105",3309,"04/17/19","Wildwood","MO",38.6,-90.6,1,NA
"34106",3310,"04/17/19","Kansas City","MO",39.2,-94.8,1,NA
"34107",3311,"04/17/19","Tabernacle Twp","NJ",39.8,-74.7,1,NA
"34108",3312,"04/17/19","Essex","MD",39.3,-76.4,1,NA
"34109",3313,"04/17/19","Cuyahoga Falls","OH",41.1,-81.5,1,NA
"34110",3314,"04/17/19","Sparta","IL",38.1,-89.7,1,NA
"34111",3315,"04/17/19","Mount Gretna","PA",40.2,-76.5,1,NA
"34112",3316,"04/17/19","Yorktown","VA",37.2,-76.4,1,NA
"34113",3317,"04/17/19","Hale","MO",39.6,-93.4,1,NA
"34114",3318,"04/17/19","Cleveland","MO",38.7,-94.6,1,NA
"34115",3319,"04/17/19","Waynesville","MO",37.8,-92.1,1,NA
"34116",3320,"04/17/19","Goshen","OH",39.2,-84.1,1,NA
"34117",3321,"04/17/19","Halstead","KS",38,-97.5,1,NA
"34118",3322,"04/17/19","Stover","MO",38.3,-93,2,NA
"34119",3323,"04/17/19","Guilford","CT",41.3,-72.7,1,NA
"34120",3324,"04/17/19","Saint Joseph","MO",39.8,-94.8,1,NA
"34121",3325,"04/17/19","Mars Hill","NC",35.9,-82.4,1,NA
"34122",3326,"04/17/19","Broken Arrow","OK",36.1,-95.7,1,NA
"34123",3327,"04/17/19","Harrisonville","MO",38.6,-94.2,1,NA
"34124",3328,"04/17/19","Cape May Court House","NJ",39.1,-74.8,1,NA
"34125",3329,"04/17/19","Conroe","TX",30.3,-95.5,2,NA
"34126",3330,"04/17/19","Holland","MI",42.8,-86.2,1,NA
"34127",3331,"04/17/19","Robertsville","MO",38.4,-90.8,1,NA
"34128",3332,"04/17/19","Richland","PA",40.4,-76.3,1,NA
"34129",3333,"04/17/19","Fredericksburg","VA",38.2,-77.5,1,NA
"34130",3334,"04/17/19","Newport News","VA",37.1,-76.5,1,NA
"34131",3335,"04/17/19","Boonsboro","MD",39.5,-77.7,1,NA
"34132",3336,"04/17/19","Lynchburg","VA",37.4,-79.3,1,NA
"34133",3337,"04/17/19","Manassas","VA",38.8,-77.5,1,NA
"34134",3338,"04/17/19","Salem","VA",37.3,-80.1,1,NA
"34135",3339,"04/17/19","Hermitage","MO",37.9,-93.3,1,NA
"34136",3340,"04/17/19","Galena","OH",40.2,-82.9,1,NA
"34137",3341,"04/17/19","Culpeper","VA",38.5,-78,2,NA
"34138",3342,"04/17/19","Iowa City","IA",41.7,-91.5,1,NA
"34139",3343,"04/17/19","Hillsborough","NC",36,-79.1,2,NA
"34140",3344,"04/17/19","Greer","SC",34.9,-82.2,1,NA
"34141",3345,"04/17/19","Troy","MO",39,-91,1,NA
"34142",3346,"04/17/19","Rehoboth Beach","DE",38.7,-75.1,1,NA
"34143",3347,"04/17/19","Osage Beach","MO",38.1,-92.7,1,NA
"34144",3348,"04/17/19","Edwardsville","IL",38.8,-89.9,1,NA
"34145",3349,"04/17/19","Oklahoma City","OK",35.5,-97.4,1,NA
"34146",3350,"04/17/19","Kansas City","MO",39,-94.6,1,NA
"34147",3351,"04/17/19","Bowie","MD",39,-76.8,1,NA
"34148",3352,"04/17/19","Russellville","TN",36.3,-83.2,1,NA
"34149",3353,"04/17/19","Henrico","VA",37.6,-77.5,1,NA
"34150",3354,"04/17/19","Madison","VA",38.5,-78.3,1,NA
"34151",3355,"04/17/19","Vincentown","NJ",39.8,-74.7,1,NA
"34152",3356,"04/17/19","Union","KY",38.9,-84.7,1,NA
"34153",3357,"04/17/19","Godfrey","IL",39,-90.2,1,NA
"34154",3358,"04/17/19","Jamestown","MO",38.8,-92.5,2,NA
"34155",3359,"04/17/19","Atlantic Beach","FL",30.3,-81.4,3,NA
"34156",3360,"04/17/19","Athens","AL",34.8,-87,1,NA
"34157",3361,"04/17/19","Grove","OK",36.6,-94.8,1,NA
"34158",3362,"04/17/19","Owasso","OK",36.3,-95.8,1,NA
"34159",3363,"04/17/19","Dagsboro","DE",38.6,-75.1,1,NA
"34160",3364,"04/17/19","Louisville","KY",38.1,-85.6,1,NA
"34161",3365,"04/17/19","Strawberry Plains","TN",36.1,-83.7,1,NA
"34162",3366,"04/17/19","Franklin","WV",38.7,-79.3,1,NA
"34163",3367,"04/17/19","Ballard","WV",37.5,-80.8,2,NA
"34164",3368,"04/17/19","Florence","MO",38.6,-93,1,NA
"34165",3369,"04/17/19","Harrodsburg","KY",37.8,-84.8,1,NA
"34166",3370,"04/17/19","Kingwood","TX",30.1,-95.2,2,NA
"34167",3371,"04/17/19","Blue Eye","MO",36.6,-93.3,2,NA
"34168",3372,"04/17/19","Ashland","KY",38.5,-82.6,2,NA
"34169",3373,"04/17/19","Hillsville","VA",36.6,-80.5,2,NA
"34170",3374,"04/17/19","Newport News","VA",37.1,-76.5,1,NA
"34171",3375,"04/17/19","Stoutland","MO",37.8,-92.5,2,NA
"34172",3376,"04/17/19","Yorktown","VA",37.1,-76.4,1,NA
"34173",3377,"04/17/19","Macks Creek","MO",38,-92.9,2,NA
"34174",3378,"04/17/19","Marion","IL",37.7,-88.9,1,NA
"34175",3379,"04/17/19","Lancaster","KY",37.6,-84.6,2,NA
"34176",3380,"04/16/19","Bremen","KY",37.3,-87.2,1,NA
"34177",3381,"04/16/19","Boston","VA",38.5,-78.2,1,NA
"34178",3382,"04/16/19","Laurie","MO",38.2,-92.9,1,NA
"34179",3383,"04/16/19","Branson","MO",36.6,-93.2,3,NA
"34180",3384,"04/16/19","Graham","NC",36,-79.4,1,NA
"34181",3385,"04/16/19","Carbondale","IL",37.6,-89.1,1,NA
"34182",3386,"04/16/19","Houston","TX",29.8,-95.4,1,NA
"34183",3387,"04/16/19","North Little Rock","AR",34.8,-92.3,1,NA
"34184",3388,"04/16/19","Gainesville","FL",29.7,-82.4,1,NA
"34185",3389,"04/16/19","Vienna","MO",38.2,-92,1,NA
"34186",3390,"04/16/19","Olive Hill","KY",38.2,-83.1,1,NA
"34187",3391,"04/16/19","Belleview","MO",37.7,-90.8,1,NA
"34188",3392,"04/16/19","Herndon","VA",39,-77.4,1,NA
"34189",3393,"04/16/19","Flossmoor","IL",41.5,-87.7,1,NA
"34190",3394,"04/16/19","Mc Gaheysville","VA",38.4,-78.7,1,NA
"34191",3395,"04/16/19","Lenoir City","TN",35.8,-84.2,1,NA
"34192",3396,"04/16/19","Carbondale","IL",37.7,-89.2,1,NA
"34193",3397,"04/16/19","Richmond","KY",37.8,-84.2,1,NA
"34194",3398,"04/16/19","Reedsville","OH",39.1,-81.7,1,NA
"34195",3399,"04/16/19","Yorktown","VA",37.2,-76.5,1,NA
"34196",3400,"04/16/19","Olpe","KS",38.2,-96.3,1,NA
"34197",3401,"04/16/19","Saint Louis","MO",38.5,-90.3,1,NA
"34198",3402,"04/16/19","Princeton","KY",37.1,-87.9,1,NA
"34199",3403,"04/16/19","Rockwell","IA",43,-93.2,1,NA
"34200",3404,"04/16/19","Milford","DE",38.9,-75.4,1,NA
"34201",3405,"04/16/19","Advance","NC",35.9,-80.4,2,NA
"34202",3406,"04/16/19","Bealeton","VA",38.6,-77.8,1,NA
"34203",3407,"04/16/19","Chelsea","OK",36.5,-95.4,2,NA
"34204",3408,"04/16/19","Delmar","DE",38.5,-75.5,1,NA
"34205",3409,"04/16/19","Cincinnati","OH",39.1,-84.4,2,NA
"34206",3410,"04/16/19","Saint Clair","MO",38.3,-91,1,NA
"34207",3411,"04/16/19","Logan","OH",39.5,-82.4,1,NA
"34208",3412,"04/16/19","South Fulton","TN",36.4,-88.9,1,NA
